id,url,text,topic,sentiment,location,created_at,retweet,,,
1.46E+18,https://twitter.com/twitter/statuses/1462910617250115593,"And that鈥檚 a wrap for our #NationalHousingDay Celebration Online! Thanks for your messages to our volunteers @JimWatsonOttawa &amp; @cmckenney, and thanks to @AryaCanada for recognizing two of our tenant volunteers with awards for their service during #covid19.",o,positive,ottawa,Mon Nov 22 22:27:25 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462928319570067456,"@AHS_media have revealed there are Zero plans for children between five to 11 to be included in the vaccine passport program, nor would vaccine mandates apply for school or extra-curricular activities.https://t.co/YUhh5Gfhfl",cv,negative,canada,Mon Nov 22 23:37:45 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462906606375608331,Plane carrying doses of COVID-19 vaccines for kids touches down in Canada https://t.co/OxFnR8zCxD https://t.co/dHzZ3c0IvH,cv,neutral,ontario,Mon Nov 22 22:11:29 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462924881620779012,"Not sure if you can read, Keith, but if you can, you should check this out 馃槂馃槂: https://t.co/A86b98UVWz https://t.co/ZRMoVpaTyU",o,neutral,ontario,Mon Nov 22 23:24:06 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897628501495811,"My latest newsletter is out, with info on:	馃拤Vaccines for kids	馃彉 Affordable housing townhall tomorrow	馃毚馃徑鈥嶁檧锔?Vulnerable Road Users Law goes to 2nd reading	馃審 Stop microplastics from entering our waterways 	馃懚馃徑 Act now on affordable child care	... and more!		https://t.co/jGWkQJMsir",cv,positive,ontario,Mon Nov 22 21:35:48 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462906819714629644,"A year after coronavirus vaccines dangled visions of an end to the pandemic, science has delivered inspiring results again: two antiviral pills that dramatically reduce the risk of hospitalization and death. https://t.co/2w6Ij3f62V",i,positive,ontario,Mon Nov 22 22:12:19 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462921413883359234,@viewspotnz You cannot produce nucleocapsid antibodies which means that you will struggle to fight any coronavirus. Fact! Pathology and research of double jabbed bodies confirms that the mRNA jabs reduce or prevent natural antibody production. Wake up NZ!,om,neutral,canada,Mon Nov 22 23:10:19 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462930333851176960,"Testing positive on admit to the icu is a failure on our system to intervene for an outcome that could be mitigated. 		Get tested early if you have sx regardless of vax status.		If you test positive in our region visit our website for early therapy 	https://t.co/EbQ6eEjXfJ",i,neutral,ontario,Mon Nov 22 23:45:46 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462918968130347011,"RT @GCIndigenous: #Indigenous organizations, businesses and non-profits in all provinces and territories can request free #COVID19 rapid tests for their workplaces. https://t.co/5JI6RQjgHa",vd,neutral,canada,Mon Nov 22 23:00:36 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913213453209603,"Wall Street retreats from records, U.S. Treasury yields聽rise https://t.co/Q6uet8xFWD",o,neutral,ontario,Mon Nov 22 22:37:44 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462915816446468105,"Hm. Saturday night, my husband and I couldn鈥檛 enter the outdoor All is Bright festival until someone scanned our vaccine QR codes. Yet yesterday, I flew to Ottawa, via Montreal, and no one asked for proof of vaccination for either flight. Which leaves me perplexed.",om,neutral,canada,Mon Nov 22 22:48:04 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462911626160619521,"@demsocjohnbrown @SanchoRodriquez @GarlandSculptor @genxgmom I'm barred from travel out of Canada since Oct 29.		My prime minister has the country locked down to those who refuse to use the vaccination passports.		Canadian hospitals tell me it's not allowed.",om,negative,canada,Mon Nov 22 22:31:25 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462915101703516163,"#Blacklivesmatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #covid19 #corruption Wakey #science #sciencewins #Australia #India #Ghana #Arizona #Israel #murder #children		Self defense matters for everyone. This is so well done! https://t.co/13uIL1Gs8p",om,positive,canada,Mon Nov 22 22:45:14 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913991785603074,"Updates for areas including Sundre, Olds, Didsbury, Carstairs, Innisfail, Mountain View County, parts of Red Deer County https://t.co/jV9xyZGnwg",o,neutral,canada,Mon Nov 22 22:40:49 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462900644965138432,Hamilton ready to roll on vaccinations for kids 5-11 https://t.co/rYepUkLC9g via @bayobserver #Hamont #BurlON #ChildVaccination #COVID19 #HamiltonPublicHealth https://t.co/sTljD4N0HE,cv,neutral,ontario,Mon Nov 22 21:47:47 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462921036253384705,"Vaccinating your child can be important for the health of your child and family, as well as the health of the friends and neighbours around you.	Read more on what @manishs_  &amp; @BCChildrensHosp experts say on child and youth COVID-19 vaccination: https://t.co/dPgo1sOrID https://t.co/chJBmTgEM8",cv,positive,vancouver,Mon Nov 22 23:08:49 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462920343576842241,"Updates for areas including Sundre, Olds, Didsbury, Carstairs, Innisfail, Mountain View County, parts of Red Deer County https://t.co/jV9xyZGnwg",o,neutral,alberta,Mon Nov 22 23:06:04 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462905647113162757,"@onlythebrave775 Experts and conscientious people warn that these ""vaccines"" will cause death of people and children, permanent physical and mental disability and death. The real purpose of these ""v鈥︹€? is sterility and early death. https://t.co/v4Ic5rB5V4""",vd,negative,canada,Mon Nov 22 22:07:40 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462895130050969612,@AlecStapp Did people quit or get laid off because of so many people 鈥渕oving out?鈥? Thank God for the vaccines.,vd,positive,saskatchewan,Mon Nov 22 21:25:52 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462928447353860109,Who is in charge of checking for proof of vaccination when Parliament opens tomorrow? Will it be at security or someone else?,o,neutral,canada,Mon Nov 22 23:38:16 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462933746617884674,"Another 4 Doctors and nurses were fired here in Fort St John, B.C. we are already in a crises for doctors &amp; nurses even before COVID 19. These doctors refused vaccination, Good for them I support them and anyone who refuses DO NOT SUPPORT THIS COVID 19 BS",i,neutral,alberta,Mon Nov 22 23:59:19 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462916525103407106,"Vaccines in corner drug stores across the country.	Child tax credits that will cut child poverty in half.	A historic investment in repairing our crumbling infrastructure.	We鈥檝e come a long way this year鈥攁nd we鈥檒l have much more to celebrate when we pass #BuildBackBetter.",cv,positive,canada,Mon Nov 22 22:50:53 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462906315722874881,Statement from the Council of Chief Medical Officers of Health (CCMOH): COVID-19 Vaccination in Children 5-11 years of age - https://t.co/a92dOXOVVw https://t.co/agzepkjynS,cv,neutral,ontario,Mon Nov 22 22:10:19 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462923237294329858,"@globalnews It's amazing how the degree of protection increases or wanes based on daily narrative.		Pushing boosters today: Vaccine efficacy wanes! You need the booster!		Pushing new child vaccination in 5-11 age bracket: Robust immunity after months! Get your kids jabbed!",o,neutral,canada,Mon Nov 22 23:17:34 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927632593530885,"Division of #Geriatric Medicine @MacDeptMed continues to drive academic &amp; clinical work responding to #COVID19. 	In a recent interview, Dr. Joye St. Onge, the Division Director says that COVID-19 showed the exigency to have better healthcare systems for our #seniors. https://t.co/62l67uGBfZ",i,neutral,canada,Mon Nov 22 23:35:02 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462909414780801027,". @GovCanHealth has approved the COVID-19 Pfizer vaccine for use in 5-11 yr olds. &gt;112,000 doses of the vaccine are expected in #Sask this week. Appointments will be available to be booked (SHA Patient Booking System) as of 8am on Tue, Nov 23. More: https://t.co/2fOHJauxAn https://t.co/J3UdDC0CCT",i,neutral,canada,Mon Nov 22 22:22:38 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462933411983626240,Democrats want to end racism the same way Pfizer wants to end coronavirus.,op,negative,alberta,Mon Nov 22 23:58:00 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462904581235609610,NDP House Leader Peter Julian discusses the vaccine mandate for parliamentarians and the probability of MPs receiving medical exemptions for COVID-19 vaccines. #cpacpoli #cdnpoli https://t.co/y2yAr1YW0q,i,neutral,canada,Mon Nov 22 22:03:26 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462921696831152137,How U.S. Officials Withheld Information on China's Coronavirus Experiments https://t.co/VYpL7Iacki,op,negative,alberta,Mon Nov 22 23:11:26 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462895888410427395,"""The..eagerness to conceal..documents has only raised suspicions about the controversial research and put..NIH on the defensive..The episode is a self-inflicted wound that has..eroded trust in..public health officials at a time when..trust is..important.""		https://t.co/hyppKNOmIu",o,negative,canada,Mon Nov 22 21:28:53 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462929889556901895,"A fascinating story told in simple words and photographs. The perfect guide to inform your kids without scaring them. But be aware, This book will	indulge smiles on your kid's faces.	@SnellingsLieve #ChildrensBooks #picturebook #COVID19 #kidlitart 	https://t.co/bnfOrQFiiU",o,positive,quebec,Mon Nov 22 23:44:00 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462904693282066432,"New Democrats put public servants on notice: cabinet order, passed last week, makes vaccination mandate  condition of employment under Public Service Act. Employees terminated for not getting vaccinated ""deemed to have been dismissed for just cause.""",op,negative,british columbia,Mon Nov 22 22:03:52 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462912908338335749,I鈥檓 buying ice cream. Go Chapman鈥檚. (PS - they also footed the bill for additional cooling storage for vaccines when needed). @CanAgeSeniors doesn鈥檛 have an official ice cream partner. But I tell ya - I might just be makin鈥?a call  @Chapmans_Canada! #VaccinesWork #leadership https://t.co/9E9wIn35pF,o,neutral,ontario,Mon Nov 22 22:36:31 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927045759963140,@hhwyfe @Iccemaan @Paulatics Umm鈥o. Never if the history of vaccines has it been 馃挴.  There is always a chance to to become ill after vaccination.  For example small pox https://t.co/cM5YTlCEtc,vd,positive,"red deer, alberta",Mon Nov 22 23:32:42 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897573518143491,"Looking to get your COVID-19 Vaccination?		The mobile vaccine clinic will be at the Kehewin First Nation Health Centre Mon Nov 22 and Tues Nov 23 from 10-4.		Alberta's Government is committed to ensuring that all Albertans can get the vaccine no matter where they live.		#abhealth https://t.co/uG7batu1Lw",o,neutral,alberta,Mon Nov 22 21:35:35 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899531742433287,"Did you know? The gender wage gap in healthcare &amp; social assistance grew from 13.4% to 15.8% in 2020 (ie the year these, mostly women, workers were risking their own health for the rest of us). More here - https://t.co/IZQFeLIdgO @lokpriyieg @Gender_COVID19 @SFU_FHS @CGSHEquity",o,negative,nova scotia,Mon Nov 22 21:43:22 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462915396965654528,"Vaccination appointments for children aged five to 11 can be made through https://t.co/1wlTZ8tN04 starting Tuesday at 8 a.m, Kingston, Frontenac and Lennox and Addington Public Health announced Monday. https://t.co/kpKBaXTHqQ",cv,neutral,canada,Mon Nov 22 22:46:24 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462908515568082950,"India logs 8,488 new Covid cases, lowest in 538 days: In the last 24 hours, India registered 8,488 new coronavirus cases, the lowest single-day spike in 538 days, the Ministry of Health and Family Welfare said on Monday.鈥?https://t.co/0P3ug5lBuz #Covid19 #Health #India #NEWS",i,neutral,"brampton, ontario",Mon Nov 22 22:19:04 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927774268608512,"An unvaccinated 18-year-old was supposed to be starting his senior year of high school, but instead Felix Vasquez is on life support including ECMO due to COVID at Texas Children's Hospital. https://t.co/YAX7IrtokI",i,neutral,vancouver,Mon Nov 22 23:35:35 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899106490245121,"Africa: Less than 6% vaccinated. Scientists 鈥渂affled鈥?at why they鈥檙e doing so well.		China: No mRNA vaccine given to the masses yet. Still in trials.		America &amp; Europe: Forced mRNA vaccines or slave/serf treatment		What鈥檚 going on?",i,neutral,ontario,Mon Nov 22 21:41:40 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462898635125903360,Will you be travelling in #Canada? It is your responsibility to follow all local public health guidelines as we collectively work to limit the spread of #COVID19. https://t.co/yTD2204o6X https://t.co/vHDnoBBSXD,i,neutral,british columbia,Mon Nov 22 21:39:48 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462917943583379457,"Health Min @adriandix taking press gallery questions. I asked how with all the disruptions in the interior/Fraser valley, are #covid19 new cases down because fewer people are being tested. He says no, hospitalizations &amp; test positivity tell whole pictu	#bcpoli @CityNewsVAN",om,neutral,vancouver,Mon Nov 22 22:56:32 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462932615107911681,"鈥淚 let my patients know that I plan on vaccinating my children as soon as the COVID vaccine is available for them.鈥?As an HHS physician and a parent, Dr. Menaka Pai encourages COVID vaccines for everyone who鈥檚 eligible, including kids. @MPaiMD 	https://t.co/bfVcHZ9SVW",cv,positive,ontario,Mon Nov 22 23:54:50 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462916358459604995,"Public health reveals children's vaccination plan	https://t.co/wgTdPnuKHn https://t.co/vzb5QoP4ZF",i,neutral,ontario,Mon Nov 22 22:50:14 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462916823813443590,If masks and vaccines work shouldn't covid be a non issue by now?,om,negative,canada,Mon Nov 22 22:52:05 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462908569238573057,"The number of active cases rose to 84: 33 in Cornwall, 24 in SD&amp;G, 19 in the northern portion of Akwesasne and eight in Prescott-Russell. #TrulyLocal #COVID19 @EOHU_tweet https://t.co/snvtw5t3ot",i,neutral,ontario,Mon Nov 22 22:19:17 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462914185839484933,"As high school sports move indoors for the winter season, boards that have not mandated vaccination for participation are putting their students and the community at risk.	#onted",ci,negative,ontario,Mon Nov 22 22:41:36 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462922459947036677,Shouldn鈥檛 this headline read 鈥渃ovid-19 vaccine does not work鈥? https://t.co/ZF6yMtrqLJ,vd,negative,manitoba,Mon Nov 22 23:14:28 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462922224734724096,"@cityoftoronto Can Waste Wizard show us where the #vaccine doses @fordnation and @celliottability won't let #Ontario citizens 168 days past 2nd dose have? 	#VaccinesWork	#VaccinesSaveLives #boosters #boosterdose 	#NotForThePeople 	#campaigningnotworking	#onpoli #onhealth	@ONThealth #Covid19",o,negative,ontario,Mon Nov 22 23:13:32 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462912851769794564,"@Mayor_Jeff Health care system is in the yellow, and hospitalization is well above the ideal, which is under 3. Vaccines do work, but we are still at under 80% in Simcoe. https://t.co/ONWdNxYDWQ",om,negative,ontario,Mon Nov 22 22:36:18 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462911572083367943,Here is a quick link to the new screening tool for parents to use each morning before students come to school. https://t.co/rOgdRutxMh,o,positive,ontario,Mon Nov 22 22:31:13 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462933266319564806,"@jht4x4 @ty_olsen @AdamPOlsen @jjhorgan @bcliberals It's like Frump did. He had every State feed like hungry Wolves for vaccines and PPE. What happened to 	""We work together"" 	When I heard it. 	I thought it was a very divided,confusing approach. A leader leads. This is unorganized and messy. Tighten up Man. People are in need.",vd,negative,british columbia,Mon Nov 22 23:57:25 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462920086721896449,"Flu shot, COVID vaccines available at the Brandon Friendship Centre vaccine clinic on Tuesdays. NO appointments for 5-11 year olds at this clinic on Nov. 23. Call to book appointment, walk ins accepted. https://t.co/ULCQ9iUfwF",i,neutral,canada,Mon Nov 22 23:05:03 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462925423298416646,"""The # of known, active infections linked to schools is now 1,265, marking a 23% jump from last Monday when the province said there were 1,006 active school-related cases of the virus."" #COVID19Ontario #UnsafeSchools #Fordfailed #VoteFordOut2022 #onpoli https://t.co/hqV6MRuriv",i,neutral,ontario,Mon Nov 22 23:26:15 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462925040324943872,Looking forward to moderating tomorrow鈥檚 鈦camhEdu鈦?session on #COVID19 vaccines for children with this amazing panel. Parents and caregivers can register here: https://t.co/XLHZHHrg7T  鈦CAMHnews鈦?#covidvaccine https://t.co/KBwMb0A0EI,o,neutral,canada,Mon Nov 22 23:24:44 +0000 2021,TRUE,,,
