id,link,text,topic,sentiment,created_at,retweet
1463533232545222669,https://twitter.com/twitter/statuses/1463533232545222669,Some universal credit claimants are now effectively paying top tax rates		Welcome to Boris Johnson’s “golden age”		https://t.co/q4AMja8sQW,,,Wed Nov 24 15:41:28 +0000 2021,https://twitter.com/twitter/statuses/1463533232545222669
1463477501649248256,https://twitter.com/twitter/statuses/1463477501649248256,"#SouthAfrica has asked Johnson &amp; Johnson and Pfizer to delay delivery of COVID-19 vaccines because it now has too much stock, health ministry officials said, as vaccine hesitancy slows an inoculation campaign		#COVID19Vaccine #COVID19 	https://t.co/VZOsuxiHCy",,,Wed Nov 24 12:00:01 +0000 2021,
1463484002619305988,https://twitter.com/twitter/statuses/1463484002619305988,"@IrfanDhalla We assume the vax is safe for kids not b/c because we have long experience with this vaccine, but b/c we have long experience with other vaccines. Instead of snark or an eye roll, we should put some effort into explaining why that other experience applies here.",,,Wed Nov 24 12:25:51 +0000 2021,
1463362882444439562,https://twitter.com/twitter/statuses/1463362882444439562,"@MakisMD @what_now2021 @IrfanDhalla NACI:	Currently, the risk of myocarditis/pericarditis in children following immunization with the 10 	mcg dose of the Pfizer-BioNTech vaccine is unknown",,,Wed Nov 24 04:24:33 +0000 2021,
1463482101634904069,https://twitter.com/twitter/statuses/1463482101634904069,"Johnson should be made to withdraw his claim that Starmer ""opposed the roll-out of the vaccine"". #PMQs #PointOfOrder #PoliticsLive",,,Wed Nov 24 12:18:17 +0000 2021,
1463467951508574215,https://twitter.com/twitter/statuses/1463467951508574215,Looks like the EU’s political pettiness over the Astra Zeneca vaccine has cost many lives of its citizens according to today’s article in the Daily Telegraph. https://t.co/O2mj3Ez6oZ,,,Wed Nov 24 11:22:04 +0000 2021,
1463533255437824007,https://twitter.com/twitter/statuses/1463533255437824007,Eli Johnson finds Jack Smith for the jumper! https://t.co/j8rkaJtuez,,,Wed Nov 24 15:41:33 +0000 2021,
1463465814120714246,https://twitter.com/twitter/statuses/1463465814120714246,"Pianist, 40, suffered brain haemorrhage 'induced AstraZeneca vaccine' https://t.co/L1MpNtSOk7",,,Wed Nov 24 11:13:34 +0000 2021,https://twitter.com/twitter/statuses/1463465814120714246
1463621150064271361,https://twitter.com/twitter/statuses/1463621150064271361,"@theVoltist @RepThomasMassie @pfizer “@TheLancet peer reviewed study confirms vaccine efficacy, not as 95% stated by the vaccine companies, but as: Astra Zeneca 1.3%, Moderna 1.2%, J&amp;J 1.2% and Pfizer 0.84%. They deceived everyone by reporting Relative Risk Reduction (RRR) rather than Absolute Risk Reduction (ARR).",,,Wed Nov 24 21:30:49 +0000 2021,https://twitter.com/twitter/statuses/1463621150064271361
1463480515315523590,https://twitter.com/twitter/statuses/1463480515315523590,I think many people assume an event with Vaccine Passports is a bomb proof way of stopping the spread of #Covid19.		Opposition parties have asked for evidence from the Government they work and none provided.		If goal is to control spread - this data not reassuring.,,,Wed Nov 24 12:11:59 +0000 2021,https://twitter.com/twitter/statuses/1463480515315523590
1463478254225051650,https://twitter.com/twitter/statuses/1463478254225051650,@anews This is why we need the National Guard checking Vaccine Passports at the door..	🤣😂🤣,,,Wed Nov 24 12:03:00 +0000 2021,
1463533159614664707,https://twitter.com/twitter/statuses/1463533159614664707,"There are two essential vaccines that you may need this winter - flu and COVID-19 booster. Vaccines are the best way to protect yourself, friends and family from these dangerous viruses.		Find out if you’re eligible now at https://t.co/0NJc77jlGh https://t.co/IJr1XT4fwH",,,Wed Nov 24 15:41:11 +0000 2021,https://twitter.com/twitter/statuses/1463533159614664707
1463533135094861825,https://twitter.com/twitter/statuses/1463533135094861825,the room next door - Boris Johnson at the CBI https://t.co/LyL6PRhatK,,,Wed Nov 24 15:41:05 +0000 2021,https://twitter.com/twitter/statuses/1463533135094861825
1463533266120622082,https://twitter.com/twitter/statuses/1463533266120622082,"NOW - WHO's Tedros says is concerned about ""false sense of security"" that vaccines have ended the pandemic. https://t.co/RyS09EnyAa",,,Wed Nov 24 15:41:36 +0000 2021,https://twitter.com/twitter/statuses/1463533266120622082
1463533200156807169,https://twitter.com/twitter/statuses/1463533200156807169,"@BorisJohnson The working class dementia tax will stick! And rightly so; what a mess. Whilst the wealthy will only have to sell ""the game keepers cottage"". 	BBC News - Boris Johnson hits back at critics over social care at stormy PMQs	https://t.co/GLRLxQHuen",,,Wed Nov 24 15:41:20 +0000 2021,
1463459292862824451,https://twitter.com/twitter/statuses/1463459292862824451,"@theage @aishamae Vaccine hesitancy was largely a media invention. Australia has always had extremely high vaccination rates. True anti-vaxxers are a tiny, miniscule, unimportant and increasingly hysterical minority.",,,Wed Nov 24 10:47:39 +0000 2021,https://twitter.com/twitter/statuses/1463459292862824451
1463592377801662474,https://twitter.com/twitter/statuses/1463592377801662474,"SA has asked Johnson &amp; Johnson  and Pfizer to delay delivery of Covid-19	vaccines because it now has too much stock, health ministry officials said, as vaccine hesitancy slows an inoculation campaign. https://t.co/85HKEuugQ0",,,Wed Nov 24 19:36:29 +0000 2021,https://twitter.com/twitter/statuses/1463592377801662474
1463452906342998021,https://twitter.com/twitter/statuses/1463452906342998021,"https://t.co/WHWXgcaGy7	No antivax but maybe, just MAYBE the government should have concentrated on making the vaccine available and *continuing* to do so instead of turning around and saying this situation is someone else's fault!",,,Wed Nov 24 10:22:17 +0000 2021,
1463484226741829632,https://twitter.com/twitter/statuses/1463484226741829632,"@NAN_DINI_ Why no questions being asked on the efficacy of the world's best vaccine Pfyzer, Moderna J&amp;J etc., 		See the efficacy of Indian vaccines		No one wants to discuss on this. 		WHY WHY WHY",,,Wed Nov 24 12:26:44 +0000 2021,
1463479720683577352,https://twitter.com/twitter/statuses/1463479720683577352,Vaccine passports going well down under 👌🏻 https://t.co/yuJxtDu85Y,,,Wed Nov 24 12:08:50 +0000 2021,https://twitter.com/twitter/statuses/1463479720683577352
1463559280083230730,https://twitter.com/twitter/statuses/1463559280083230730,"‘With the mRNA Corona “vaccination”, an unimaginably large number of healthy endogenous cells are marked as foreign with the spike protein &amp; thus given the green light for destruction by the body’s immune system.’ @NoTricksZone #vaccine #VaccineSideEffects https://t.co/Q6rv1wDfQM https://t.co/XoI5EXVriV",,,Wed Nov 24 17:24:58 +0000 2021,
1463591202255773701,https://twitter.com/twitter/statuses/1463591202255773701,The Johnson regime is now threatening people with a harder life and more travel restrictions if they do not get a third injection of experimental mRNA or chimp virus. This is COERCION that violates the NUREMBERG CODE and they should be treated accordingly. https://t.co/I1ZOpYiSCl,,,Wed Nov 24 19:31:49 +0000 2021,https://twitter.com/twitter/statuses/1463591202255773701
1463533205047365636,https://twitter.com/twitter/statuses/1463533205047365636,"Tory MP tells me the dep chief whip texted Tory MPs at about 12.10pm ""pleading"" for them to go to the Chamber to support Boris Johnson at PMQs",,,Wed Nov 24 15:41:21 +0000 2021,https://twitter.com/twitter/statuses/1463533205047365636
1463497103980728328,https://twitter.com/twitter/statuses/1463497103980728328,Japan used Pfizer and Moderna. 		A reminder that mRNA primary vaccination (2-dose) reduces symptomatic infection by 80-95% in the first 3 months post-vax (Delta). https://t.co/GzPI5MjCoy,,,Wed Nov 24 13:17:54 +0000 2021,https://twitter.com/twitter/statuses/1463497103980728328
1463379401706545160,https://twitter.com/twitter/statuses/1463379401706545160,📰 Simon Evans runs through this morning's front pages on Headliners:		🔘 Daily Mail: Life for killing police and nurses	🔘 Telegraph: AstraZeneca vaccine may give longer Covid protection	🔘 The i: Trouble at the top for Boris Johnson https://t.co/dKDoOtN0U2,,,Wed Nov 24 05:30:12 +0000 2021,https://twitter.com/twitter/statuses/1463379401706545160
1463638623077769216,https://twitter.com/twitter/statuses/1463638623077769216,"@Oli_G_Archie @IuppiterC @SsWowowo @BarbatoRoberto That the vaccines, or at least the Astra Zeneca one is extremely short lasting is very disappointing.  The other ones are apparently better and probably a big step up from the effectiveness and length of protection of 'flu vaccine, which is a related virus,",,,Wed Nov 24 22:40:15 +0000 2021,
1463466550158151687,https://twitter.com/twitter/statuses/1463466550158151687,"https://t.co/8ZJSmpSlXr		Musician, 40, died after suffering a 'catastrophic' brain haemorrhage 'induced by his first dose of the AstraZeneca Covid vaccine', inquest hears",,,Wed Nov 24 11:16:30 +0000 2021,https://twitter.com/twitter/statuses/1463466550158151687
1463481109543460866,https://twitter.com/twitter/statuses/1463481109543460866,The gov keeps a database of vaccine issues and recalls some of them. Does that make gov 'antivax' discrediting them or does it mean some vaccines are good and some are not so good?,,,Wed Nov 24 12:14:21 +0000 2021,
1463533223384866816,https://twitter.com/twitter/statuses/1463533223384866816,"I kind feel bad for Myles Johnson here.  Chet pulls up in front of him just to bait him into the crossover, put him (almost) into the Gonzaga bench, and then finished jam.  Call him weak at your own risk, he still makes all the plays and his contributions go beyond a stat sheet. https://t.co/cjqFT3uTlO",,,Wed Nov 24 15:41:26 +0000 2021,
1463533232310341635,https://twitter.com/twitter/statuses/1463533232310341635,@SsWowowo @Oli_G_Archie @N_Shirtcliffe @BarbatoRoberto Just saw this:	so we have a retrospective study:	https://t.co/MeB4ajcP4Q	a definitive nono in medicine.		but we have a CDC warning	https://t.co/Jqju14gZ6v		and a who warning	https://t.co/iN8i7nLcKQ		indeed Myocarditis and Pericarditis are common in kids and teenagers eh :),,,Wed Nov 24 15:41:28 +0000 2021,
1463490956733423617,https://twitter.com/twitter/statuses/1463490956733423617,@jack_sprat74 @SamuelB_stfc @PoliticsPollss It is a vaccine. Vaccine doesn't mean what you think it means.		It's not a gene therapy. It does nothing to alter your genes. mRNA vaccines have been around for decades; mRNA is in every cell of your body.		You should check out the data on 3rd jab. It's very respectable.,,,Wed Nov 24 12:53:29 +0000 2021,
1463609213133885442,https://twitter.com/twitter/statuses/1463609213133885442,"Based on data from Alberta &amp; other jurisdictions, the risk of myocarditis following Moderna vaccine is higher than following Pfizer vaccine, especially in those aged 12 to 29. We advise that anyone aged 12 to 29 receive the Pfizer vaccine rather than Moderna. (2/10)",,,Wed Nov 24 20:43:23 +0000 2021,https://twitter.com/twitter/statuses/1463609213133885442
1463480555073376261,https://twitter.com/twitter/statuses/1463480555073376261,Sturgeon backtracking on vaccine passports to allow negative lateral flow tests demonstrates that the pressure is working. 		It’s clear that vaccine passports don’t work. 		Now let’s get all of these ridiculous control measures scrapped. 		It’s time to live our lives!,,,Wed Nov 24 12:12:09 +0000 2021,https://twitter.com/twitter/statuses/1463480555073376261
1463497990618894337,https://twitter.com/twitter/statuses/1463497990618894337,I’m happy for those who are against vaccination to avoid it but what on earth are all the voluble anti vaxxers and conspiracy theorists going to do with their lives when COVID is in the past and their forecasts of apocalypse have failed to occur. What will their next worry be?,,,Wed Nov 24 13:21:26 +0000 2021,
1463464245526511621,https://twitter.com/twitter/statuses/1463464245526511621,Musician died after receiving a cerebral hemorrhage caused by the first AstraZeneca Covid vaccine @MistySu18856335 @teacher_choice	@TeachLiberty1 @SpringSteps	@GoingBySophie @rhonda_mangus @Soozieceu @DebaryTricia @NycIndoor 	@eclectelectric @Jerseygirl345	https://t.co/vujyZ9Sn60,,,Wed Nov 24 11:07:20 +0000 2021,https://twitter.com/twitter/statuses/1463464245526511621
1463588298824290309,https://twitter.com/twitter/statuses/1463588298824290309,"@CDCgov COVID-19 vaccines profits in 2021		Pfizer, Johnson &amp; Johnson, Moderna, AstraZeneca	https://t.co/wYzivOy5cN",,,Wed Nov 24 19:20:17 +0000 2021,
1463609193877880839,https://twitter.com/twitter/statuses/1463609193877880839,"Pfizer Employee Stole 12,000 Files Including COVID-19 Vaccine Secrets, Lawsuit Claims https://t.co/3Z6HChORIN",,,Wed Nov 24 20:43:19 +0000 2021,https://twitter.com/twitter/statuses/1463609193877880839
1463501133394104324,https://twitter.com/twitter/statuses/1463501133394104324,@CountrySkills @Englishomestead The third vaccination is usually the Pfizer.		There is nothing special about the booster jab. It is just a third inoculation.		Typically people who have had to a z jabs are off the visa as the 3rd as a 'cocktail' effect improves immunity most.,,,Wed Nov 24 13:33:55 +0000 2021,
1463462558761902083,https://twitter.com/twitter/statuses/1463462558761902083,AstraZeneca chief links Europe’s Covid surge to rejection of firm’s vaccine 	Altmann said it would be “foolhardy” to try to attribute differences in the shape of individual countries’ infection curves to any single factor. I don’t know where you’d start.. https://t.co/2cRC0kB3Na,,,Wed Nov 24 11:00:38 +0000 2021,https://twitter.com/twitter/statuses/1463462558761902083
1463463612043993091,https://twitter.com/twitter/statuses/1463463612043993091,I want a vaccine cocktail 	First dose: AstraZeneca 	Second dose: Pfizer		Booster: Johnson and Johnson,,,Wed Nov 24 11:04:49 +0000 2021,https://twitter.com/twitter/statuses/1463463612043993091
1463368107725139983,https://twitter.com/twitter/statuses/1463368107725139983,Wait ppl who got the Johnson &amp; Johnson vaccine have to get a booster shot every 2 months???,,,Wed Nov 24 04:45:19 +0000 2021,
1463610005756813319,https://twitter.com/twitter/statuses/1463610005756813319,BREAKING: ATA has announced that 2.5 million truckers will quit over vaccine mandate if Biden doesn’t reverse course.,,,Wed Nov 24 20:46:32 +0000 2021,https://twitter.com/twitter/statuses/1463610005756813319
1463500302867439621,https://twitter.com/twitter/statuses/1463500302867439621,"📢People aged 40-49 can now make an appointment online for the Covid-19 booster.		If it's been five months since your second dose, you'll be able to book your booster for when you reach six months.		Book online ⬇️⬇️	https://t.co/HHDY6woMHK https://t.co/PQ2eXdBEy8",,,Wed Nov 24 13:30:37 +0000 2021,https://twitter.com/twitter/statuses/1463500302867439621
1463482902524710913,https://twitter.com/twitter/statuses/1463482902524710913,"Switzerland has become the first country to swap places in the supply queue for COVID-19 vaccines, allowing 1 million doses of the Moderna shot to go first to the COVAX dose-sharing programme, the GAVI vaccine alliance said on Wednesday. https://t.co/kmhhwWYE8z",,,Wed Nov 24 12:21:28 +0000 2021,https://twitter.com/twitter/statuses/1463482902524710913
1463481241827696641,https://twitter.com/twitter/statuses/1463481241827696641,@oflynnsocial So it would appear that the Astra Zeneca vaccine &amp; Boris’ call to open up in July is making the difference,,,Wed Nov 24 12:14:52 +0000 2021,https://twitter.com/twitter/statuses/1463481241827696641
1463610000409075714,https://twitter.com/twitter/statuses/1463610000409075714,I’m proud of this piece and proud of my kids and proud of all the parents and good citizens and scientists and doctors out there fighting the good fight. Thank you all. 		https://t.co/DCFlCjyYqt,,,Wed Nov 24 20:46:31 +0000 2021,https://twitter.com/twitter/statuses/1463610000409075714
1463533254082904071,https://twitter.com/twitter/statuses/1463533254082904071,"You can now book an appointment for your child's Covid-19 vaccine. 		Reminder: Covid-19 vaccines for children ages 5-11 are only being offered at AHS clinics, not pharmacies. https://t.co/50DOwyJrwq",,,Wed Nov 24 15:41:33 +0000 2021,https://twitter.com/twitter/statuses/1463533254082904071
1463490523277238275,https://twitter.com/twitter/statuses/1463490523277238275,@GBNEWS Did you know that most of the Astra Zeneca vaccine was made in Belgium. UK is fast catching up with Italy for the most deaths in Europe.,,,Wed Nov 24 12:51:45 +0000 2021,
1463610037348093955,https://twitter.com/twitter/statuses/1463610037348093955,"Biden wants to FORCE truckers to get the vaccine.		The CEO of the American Trucking Associations recently revealed that 37 percent of the association's drivers ""not only said 'no,' but 'hell no'"" to Biden's mandate.		#RESIST https://t.co/HoLOiSICe7",,,Wed Nov 24 20:46:40 +0000 2021,https://twitter.com/twitter/statuses/1463610037348093955
1463609676080234511,https://twitter.com/twitter/statuses/1463609676080234511,"On Tuesday, one day after the deadline for compliance, 92% of the 3.5 million federal workers covered by Biden’s mandate reported to the government that they are at least partially vaccinated, according to White House officials.  https://t.co/XTpTwrQ1Oj",,,Wed Nov 24 20:45:13 +0000 2021,
1463610433441386497,https://twitter.com/twitter/statuses/1463610433441386497,The TGA still haven't approved the safest and most effective #COVID19 vaccine - #Novavax - yet they simply took #Pfizer at their word on safety data.		What is going on...,,,Wed Nov 24 20:48:14 +0000 2021,https://twitter.com/twitter/statuses/1463610433441386497
1463296840032342020,https://twitter.com/twitter/statuses/1463296840032342020,Rabid online anti-vaxxer Republican Thomas Massie just got a booster shot. https://t.co/SeS7sOIMkQ,,,Wed Nov 24 00:02:08 +0000 2021,
1463596243901292547,https://twitter.com/twitter/statuses/1463596243901292547,Seahawks signed RB B.J. Emmons to their practice squad and released WR Cade Johnson. https://t.co/UmnzrDxx7N,,,Wed Nov 24 19:51:51 +0000 2021,
1463500070075060225,https://twitter.com/twitter/statuses/1463500070075060225,"Vaccines work to fight against COVID-19!		Here is an update on the vaccination numbers in the Philippines as of November 21, 2021. https://t.co/vPizEe2eaR",,,Wed Nov 24 13:29:41 +0000 2021,https://twitter.com/twitter/statuses/1463500070075060225
1463459872775843841,https://twitter.com/twitter/statuses/1463459872775843841,Imagine spending decades of research on mRNA vaccines just for some anti-vax facebook scientist to tell you its gene therapy and he would rather get covid than the vaccine,,,Wed Nov 24 10:49:58 +0000 2021,
1463533133643583490,https://twitter.com/twitter/statuses/1463533133643583490,🚨🔥🚨𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚:  Boris Johnson urged to speed up promised ban on sick trophy hunting imports: An MP called on the Prime Minister to back a Private Member's Bill coming before Parliament next month     VIA @DailyMirror - @BHheadlines©,,,Wed Nov 24 15:41:04 +0000 2021,https://twitter.com/twitter/statuses/1463533133643583490
1463590697991380993,https://twitter.com/twitter/statuses/1463590697991380993,Showstopper which reveals everything you need to know about third-rate quality of much of the Johnson government https://t.co/dZROuO94AD,,,Wed Nov 24 19:29:49 +0000 2021,https://twitter.com/twitter/statuses/1463590697991380993
1463594196049096706,https://twitter.com/twitter/statuses/1463594196049096706,"The Seahawks made a swap on their practice squad. They signed RB B.J. Emmons and released WR Cade Johnson. Emmons was with Seattle this offseason, having signed with the Seahawks as a UDFA out of Florida Atlantic. They need RB depth with Rashaad Penny's status iffy (hamstring).",,,Wed Nov 24 19:43:43 +0000 2021,https://twitter.com/twitter/statuses/1463594196049096706
1463655708164083712,https://twitter.com/twitter/statuses/1463655708164083712,Love to see the anti vaxxers explain this away.  Proof positive high vaccination rates = lower death rates.		Also...well done to Ireland here. Best in Europe at deployment of vaccine. https://t.co/oUmQwXG94n,,,Wed Nov 24 23:48:08 +0000 2021,https://twitter.com/twitter/statuses/1463655708164083712
1463533132926398469,https://twitter.com/twitter/statuses/1463533132926398469,"@oogew @kevinrieplmusic Ugh, that really sucks, man. Sorry. 😞 Your kiddo is just one year under the minimum age requirement. I'll see if I can find out how close we are to vaccines for kids under the age of 5, maybe it's sooner than we know.",,,Wed Nov 24 15:41:04 +0000 2021,
1463533155974094863,https://twitter.com/twitter/statuses/1463533155974094863,"The Labour Party has now voted, by abstaining, for the Tories' latest moves to privatise the NHS.	They are a mere wing of Johnson's corrupt Party. 	Scotland has rejected them as we've rejected Tories since 1955.	#indyref2022",,,Wed Nov 24 15:41:10 +0000 2021,https://twitter.com/twitter/statuses/1463533155974094863
1463350907182190594,https://twitter.com/twitter/statuses/1463350907182190594,"YouTube Suspends Sen. Johnson’s Channel Over Video Featuring Doctors, Scientists Who Question COVID Vaccine Safety • Children's Health Defense https://t.co/ynYJsgMF1s",,,Wed Nov 24 03:36:58 +0000 2021,
1463300077166891009,https://twitter.com/twitter/statuses/1463300077166891009,Vaccines have proven incredibly effective and a booster shot will maximize their impact. Get yours if you got your second shot more than 6 months ago. https://t.co/UADhyP3j9R,,,Wed Nov 24 00:14:59 +0000 2021,https://twitter.com/twitter/statuses/1463300077166891009
1463649844199833606,https://twitter.com/twitter/statuses/1463649844199833606,"@tchonathonhunt @JacquiLambie We already have high vaccination rates in the UK and EU and cases are way up. Vaccines simply do not stop transmission. And if their main job is to keep severe disease in check, then the person who has had the vaccine has protected himself &amp; agreed to the risk ..",,,Wed Nov 24 23:24:50 +0000 2021,
1463484020625485840,https://twitter.com/twitter/statuses/1463484020625485840,"The United States is making good on our commitment to provide COVID vaccines to the world. To date, we have provided more than 80 million COVID-19 vaccine doses and more than $1.9 billion in COVID-related assistance to African countries, with no strings attached. https://t.co/jdoDk4e7yS",,,Wed Nov 24 12:25:55 +0000 2021,https://twitter.com/twitter/statuses/1463484020625485840
1463496543391174660,https://twitter.com/twitter/statuses/1463496543391174660,"🔔Parents/guardians: Today is the day!		✅Ages 5-11, born in 2016 or earlier	✅Appts available at all three vaccination clinics: The Boardwalk, Cambridge Pinebush, Wellesley	✅You will be able to book for additional children after booking the first		Book➡️https://t.co/1vPGn2WuWE https://t.co/nVZINpmBdY",,,Wed Nov 24 13:15:41 +0000 2021,https://twitter.com/twitter/statuses/1463496543391174660
1463496410544934915,https://twitter.com/twitter/statuses/1463496410544934915,Just published @ScienceMagazine 	The remarkably tight correlation of neutralizing antibody levels with protection from an mRNA vaccine (@moderna_tx)	https://t.co/eg3xITH3Z2	Titer/Vacccine efficacy	10/78%	100/91%	1000/96% https://t.co/ghjA8WRP6I,,,Wed Nov 24 13:15:09 +0000 2021,https://twitter.com/twitter/statuses/1463496410544934915
1463391952116801538,https://twitter.com/twitter/statuses/1463391952116801538,"Pfizer and BioNTech's COVID-19 vaccine was 100% effective in protecting adolescents between the ages of 12 and 15, the companies announced Monday.	https://t.co/NUukFI3Q8L",,,Wed Nov 24 06:20:04 +0000 2021,
1463359670953861124,https://twitter.com/twitter/statuses/1463359670953861124,CDC study finds Pfizer-BioNTech COVID vaccine provides high protection against hospitalization in adolescents - https://t.co/wmcoDva0Bc https://t.co/DjACk9f9rf,,,Wed Nov 24 04:11:48 +0000 2021,
1463533154371870725,https://twitter.com/twitter/statuses/1463533154371870725,"Vaccines reduce one's risk of being infected. If infected, they reduce risk of spreading virus to others, &amp; they reduce your risk of developing serious illness &amp; death. Don't buy the misinformation. https://t.co/WpPf0XQsmZ",,,Wed Nov 24 15:41:09 +0000 2021,https://twitter.com/twitter/statuses/1463533154371870725
1463480871919374343,https://twitter.com/twitter/statuses/1463480871919374343,Over 200 lawyers sign declaration to end vaccine mandates and passports https://t.co/JXFZLm4YbN via @truenorthcentre,,,Wed Nov 24 12:13:24 +0000 2021,https://twitter.com/twitter/statuses/1463480871919374343
1463501043824660480,https://twitter.com/twitter/statuses/1463501043824660480,"As of Thursday, a total of 951,100 doses of COVID-19 vaccines had been administered in Beijing, China, to the city's children aged between 3 and 11, said local authorities. Starting from Oct. 28, the Chinese capital started COVID-19 vaccination for children aged between 3 and 11. https://t.co/l4yZ2r1xbJ",,,Wed Nov 24 13:33:34 +0000 2021,https://twitter.com/twitter/statuses/1463501043824660480
1463478014801502212,https://twitter.com/twitter/statuses/1463478014801502212,"98% of adults in New Hampshire are at least partially vaccinated, 95% of 12+ and 85% of the entire population		New Hampshire now has the 2nd highest case rate in the country and cases are higher than they’ve ever been		Few things on earth make less sense than vaccine passports https://t.co/cwwxChnnA9",,,Wed Nov 24 12:02:03 +0000 2021,https://twitter.com/twitter/statuses/1463478014801502212
1463348303580569600,https://twitter.com/twitter/statuses/1463348303580569600,"@thehill The odds of getting infected after vaccination , 1-5000, the odds of fully vaccinated getting hospitalized 5-100,000		 Extremely low, vaccines aren’t 100%, the flu vaccine is 50-60% far less than the COVID vaccine",,,Wed Nov 24 03:26:37 +0000 2021,
